timestamp,id,result,threshold
2022-09-08 22:59:14.687437,104,500,0.5
2022-09-08 22:59:16.302706,105,500,0.5
2022-09-08 22:59:17.915303,106,500,0.5
2022-09-08 22:59:19.542750,107,200,0.5
2022-09-08 22:59:21.178118,108,200,0.5
2022-09-08 22:59:22.814098,109,500,0.5
2022-09-08 22:59:24.421779,110,200,0.5
2022-09-08 22:59:26.024997,111,200,0.5
2022-09-08 22:59:27.644871,112,200,0.5
2022-09-08 22:59:29.284406,113,500,0.5
2022-09-08 22:59:30.859495,114,200,0.5
2022-09-08 22:59:32.482180,115,200,0.5
2022-09-08 22:59:34.102908,116,500,0.5
2022-09-08 22:59:35.706194,117,200,0.5
2022-09-08 22:59:37.328395,118,500,0.5
2022-09-08 22:59:38.962392,119,500,0.5
2022-09-08 22:59:40.573803,120,500,0.5
2022-09-08 22:59:42.175608,121,200,0.5
2022-09-08 22:59:43.797239,122,200,0.5
2022-09-08 22:59:46.483214,123,500,0.5
2022-09-08 22:59:48.093057,124,500,0.5
2022-09-08 22:59:49.690932,125,200,0.5
2022-09-08 22:59:51.294412,126,200,0.5
2022-09-08 22:59:52.902604,127,200,0.5
2022-09-08 22:59:54.525716,128,200,0.5
2022-09-08 22:59:56.132980,129,500,0.5
2022-09-08 22:59:57.707724,130,200,0.5
2022-09-08 22:59:59.307235,131,500,0.5
2022-09-08 23:00:00.925192,132,500,0.5
2022-09-08 23:00:02.547775,133,200,0.5
2022-09-08 23:00:04.136068,134,500,0.5
2022-09-08 23:00:05.726612,135,200,0.5
2022-09-08 23:00:07.305610,136,200,0.5
2022-09-08 23:00:08.905395,137,200,0.5
2022-09-08 23:00:10.523852,138,200,0.5
2022-09-08 23:00:12.132352,139,200,0.5
2022-09-08 23:00:13.739885,140,200,0.5
2022-09-08 23:00:15.375430,141,500,0.5
2022-09-08 23:00:16.994335,142,500,0.5
2022-09-08 23:00:18.585784,143,500,0.5
2022-09-08 23:00:20.196018,144,200,0.5
2022-09-08 23:00:21.800265,145,500,0.5
2022-09-08 23:00:23.375715,146,500,0.5
2022-09-08 23:00:24.958682,147,500,0.5
2022-09-08 23:00:26.550489,148,500,0.5
2022-09-08 23:00:28.137574,149,200,0.5
2022-09-08 23:00:29.714235,150,500,0.5
2022-09-08 23:00:31.342181,151,500,0.5
2022-09-08 23:00:32.932546,152,200,0.5
2022-09-08 23:00:34.542522,153,200,0.5
2022-09-08 23:00:36.179200,154,500,0.5
2022-09-08 23:00:37.799472,155,200,0.5
2022-09-08 23:00:39.393951,156,500,0.5
2022-09-08 23:00:41.011611,157,500,0.5
2022-09-08 23:00:42.600626,158,200,0.5
2022-09-08 23:00:44.204552,159,200,0.5
2022-09-08 23:00:45.812668,160,500,0.5
2022-09-08 23:00:47.450246,161,500,0.5
2022-09-08 23:00:49.040831,162,500,0.5
2022-09-08 23:00:50.659550,163,500,0.5
2022-09-08 23:00:52.280148,164,200,0.5
2022-09-08 23:00:53.918613,165,200,0.5
2022-09-08 23:00:55.509446,166,500,0.5
2022-09-08 23:00:57.104711,167,500,0.5
2022-09-08 23:00:58.710348,168,200,0.5
2022-09-08 23:01:00.322342,169,200,0.5
2022-09-08 23:01:01.930734,170,500,0.5
2022-09-08 23:01:03.543107,171,500,0.5
2022-09-08 23:01:05.161345,172,200,0.5
2022-09-08 23:01:06.765183,173,500,0.5
2022-09-08 23:01:08.372771,174,200,0.5
2022-09-08 23:01:09.984256,175,500,0.5
2022-09-08 23:01:11.623033,176,500,0.5
2022-09-08 23:01:13.234184,177,200,0.5
2022-09-08 23:01:14.842732,178,200,0.5
2022-09-08 23:01:16.450452,179,500,0.5
